clade	inclusive_count	exclusive_count
FL.26.1	6	6
FL.27	105	105
FL.28	9	9
FL.29	87	87
FL.3	3896	1803
FL.3.1	960	960
FL.3.2	466	466
FL.3.3	448	448
FL.3.4	219	219
FL.30	15	15
FL.31	103	52
FL.31.1	51	51
FL.32	58	25
FL.32.1	33	33
FL.33	71	71
FL.33.1	6	6
FL.34	11	11
FL.35	60	58
FL.35.1	2	2
FL.36	29	29
FL.37	77	77
FL.38	8	8
FL.39	15	15
FL.4	3391	2525
FL.4.1	21	15
FL.4.1.1	6	6
FL.4.10	88	88
FL.4.11	175	175
FL.4.2	197	197
FL.4.3	14	14
FL.4.4	3	3
FL.4.5	83	83
FL.4.6	213	213
FL.4.8	18	18
FL.4.9	54	54
FL.40	8	8
FL.5	1148	1134
FL.5.1	14	14
FL.6	11	11
FL.7	142	142
FL.8	360	360
FL.9	319	319
FM.1	138	138
FM.2	221	221
FN.1	63	63
FP.1	5	5
FP.2	30	2
FP.2.1	28	18
FP.2.1.1	10	10
FP.3	3	3
FP.4	88	88
FQ.1	5	5
FR.1	779	144
FR.1.1	356	356
FR.1.2	22	22
FR.1.3	114	114
FR.1.4	136	136
FR.1.5	7	7
FR.2	6	6
FS.1	246	246
FT.1	10	10
FT.2	20	20
FT.3	298	108
FT.3.1	190	46
FT.3.1.1	144	144
FT.4	30	30
FU.1	3446	3390
FU.1.1	56	28
FU.1.1.1	28	28
FU.2	1362	860
FU.2.1	502	502
FU.3	30	16
FU.3.1	14	14
FU.4	2	2
FU.5	25	25
FV.1	19	19
FW.1	379	72
FW.1.1	307	87
FW.1.1.1	220	220
FW.2	8	8
FY.1	568	35
FY.1.1	81	81
FY.1.2	345	240
FY.1.2.1	34	34
FY.1.2.2	36	36
FY.1.2.3	35	35
FY.1.4	95	37
FY.1.4.1	58	58
FY.2	220	197
FY.2.1	23	23
FY.3	3014	496
FY.3.1	1439	1439
FY.3.2	666	666
FY.3.3	413	413
FY.4	524	19
FY.4.1	380	176
FY.4.1.1	85	85
FY.4.1.2	119	119
FY.4.2	125	125
FY.5	680	50
FY.5.1	205	83
FY.5.1.1	122	122
FY.5.2	23	23
FY.5.3	6	6
FY.5.4	53	53
FY.5.5	343	191
FY.5.5.1	152	152
FY.6	34	11
FY.6.1	12	12
FY.6_2935	11	11
FY.7	3	3
FY.8	98	25
FY.8.1	73	47
FY.8.1.1	26	26
FY.9	48	48
FZ.1	291	101
FZ.1.1	190	190
FZ.2	85	85
G.1	24	24
GA.1	77	77
GA.10	3	3
GA.2	27	25
GA.2.1.1	2	2
GA.3	55	55
GA.4	192	6
GA.4.1	179	141
GA.4.1.1	2	2
GA.4.1.2	24	24
GA.4.1.3	12	12
GA.4.2	7	7
GA.5	64	64
GA.6	42	38
GA.6.1	4	4
GA.7	17	1
GA.7.1	10	10
GA.7.2	6	6
GA.8	11	5
GA.8.1	6	6
GA.9	18	18
GB.1	137	137
GB.2	70	70
GC.1	31	31
GC.2	47	47
GD.1	154	154
GD.2	15	15
GE.1	3168	1492
GE.1.1	71	71
GE.1.2	485	65
GE.1.2.1	420	420
GE.1.3	253	253
GE.1.4	444	444
GE.1.5	383	383
GE.1.6	40	40
GF.1	841	841
GG.1	22	22
GH.1	9	9
GJ.1	3029	7
GJ.1.1	64	64
GJ.1.2	2958	2182
GJ.1.2.1	209	23
GJ.1.2.2	288	288
GJ.1.2.3	2	2
GJ.1.2.4	41	41
GJ.1.2.5	93	93
GJ.1.2.6	85	85
GJ.1.2.7	9	9
GJ.1.2.8	49	49
GJ.2	22	22
GJ.3	94	94
GJ.4	165	165
GJ.5	201	76
GJ.5.1	125	125
GJ.6	22	22
GK.1	2622	186
GK.1.1	1370	1022
GK.1.1.1	348	348
GK.1.10	72	72
GK.1.11	15	9
GK.1.11.1	6	6
GK.1.2	58	22
GK.1.2.1	36	36
GK.1.3	604	57
GK.1.4	26	26
GK.1.5	13	13
GK.1.6	157	72
GK.1.6.1	85	85
GK.1.7	11	11
GK.1.8	91	82
GK.1.8.1	9	9
GK.1.9	19	19
GK.12	2	2
GK.2	1029	478
GK.2.1	399	380
GK.2.1.1	19	19
GK.2.2	17	17
GK.2.3	74	74
GK.2.4	61	61
GK.3	339	30
GK.3.1	274	274
GK.3.2	35	35
GK.4	44	44
GK.5	3	3
GK.6	43	43
GK.7	34	34
GK.8	31	2
GK.8.1	29	29
GL.1	43	43
GL.3	135	135
GM.1	15	15
GM.2	12	10
GM.3	19	17
GM.3.1	2	2
GN.1	399	241
GN.1.1	120	120
GN.1.2	17	17
GN.1.3	10	10
GN.1.4	11	11
GN.2	9	9
GN.3	10	10
GN.4	29	29
GP.1	50	50
GP.2	420	420
GP.3	107	107
GQ.1	5	5
GR.1	199	199
GS.1	169	169
GS.2	6	6
GS.3	192	192
GS.4	1396	304
GS.4.1	1092	1073
GS.4.1.1	19	19
GS.5	28	28
GS.6	100	100
GS.7	35	30
GS.7.1	5	5
GS.8	34	34
GT.1	2	2
GU.1	154	154
GV.1	224	224
GW.1	179	169
GW.1.1	10	10
GW.2	59	59
GW.3	42	42
GW.4	22	22
GW.5	803	37
GW.5.1	569	44
GW.5.1.1	525	103
GW.5.2	22	22
GW.5.3	162	83
GW.5.3.1	79	79
GY.1	269	246
GY.1.1	23	23
GY.2	37	37
GY.3	10	10
GY.4	6	6
GY.5	321	321
GY.6	154	154
GY.7	83	83
GY.8	23	23
GY.9	38	38
GZ.1	114	114
HA.1	21	21
HA.2	70	70
HB.1	14	14
HC.1	19	19
HC.2	30	30
HC.3	28	28
HC.4	6	6
HD.1	9	6
HD.1.1	3	3
HE.1	318	318
HE.2	21	21
HF.1	2159	1558
HF.1.1	464	464
HF.1.2	137	137
HG.1	11	11
HG.2	89	89
HG.3	2	2
HH.1	314	255
HH.1.1	59	59
HH.2	147	123
HH.2.1	24	24
HH.3	8	8
HH.4	35	35
HH.5	75	75
HH.6	4	4
HH.7	130	130
HH.8	23	11
HH.8.1	12	12
HJ.1	115	115
HK.1	548	437
HK.1.2	111	111
HK.11	334	251
HK.11.1	83	83
HK.12	37	37
HK.13	557	267
HK.13.1	178	178
HK.13.2	112	112
HK.14	99	99
HK.15	81	81
HK.16	60	60
HK.17	45	45
HK.18	10	10
HK.19	116	116
HK.2	157	114
HK.2.1	43	43
HK.20	266	7
HK.20.1	259	259
HK.21	14	14
HK.22	13	13
HK.23	62	15
HK.23.1	47	40
HK.23.1.1	7	7
HK.24	11	4
HK.24.1	7	7
HK.25	9	9
HK.26	360	342
HK.26.1	18	18
HK.27	677	148
HK.27.1	529	414
HK.27.1.1	115	115
HK.28	245	245
HK.29	418	418
HK.3	6574	3537
HK.3.1	632	632
HK.3.10	55	55
HK.3.11	46	46
HK.3.12	69	69
HK.3.13	124	124
HK.3.14	18	18
HK.3.2	1208	1084
HK.3.2.1	71	71
HK.3.2.2	53	53
HK.3.3	143	143
HK.3.4	239	239
HK.3.5	26	26
HK.3.6	72	72
HK.3.7	26	26
HK.3.8	11	11
HK.3.9	8	8
HK.30	345	336
HK.31	400	400
HK.32	46	46
HK.33	26	26
HK.34	13	7
HK.34.1	6	6
HK.4	51	51
HK.5	11	11
HK.6	1033	1033
HK.7	157	157
HK.8	386	345
HK.8.1	41	41
HK.9	71	71
HL.1	4	4
HL.2	30	30
HN.1	523	523
HN.2	205	148
HN.2.1	57	57
HN.3	138	50
HN.3.1	80	80
HN.4	382	362
HN.4.1	12	10
HN.4.1.1	2	2
HN.4.2	8	8
HN.5	213	213
HN.6	230	230
HN.7	18	18
HN.8	8	8
HP.1	83	10
HP.1.1	73	73
HQ.1	28	28
HR.1	113	52
HR.1.1	61	61
HS.1	208	159
HS.1.1	49	49
HT.1	183	183
HT.2	182	182
HU.1	113	4
HU.1.1	109	109
HU.2	7	7
HV.1	16274	14521
HV.1.1	513	513
HV.1.10	58	58
HV.1.11	7	7
HV.1.2	228	228
HV.1.3	78	78
HV.1.4	262	262
HV.1.5	132	132
HV.1.6	320	276
HV.1.6.1	44	14
HV.1.7	11	11
HV.1.8	129	129
HV.1.9	15	15
HV.2	49	49
HW.1	221	7
HW.1.1	214	214
HY.1	125	125
HZ.1	618	618
HZ.2	913	295
HZ.3	143	143
JA.1	35	35
JB.1	5	3
JB.1.1	2	2
JB.2	7	4
JB.2.1	3	3
JC.1	72	72
JC.2	23	23
JC.3	40	40
JC.4	16	16
JC.5	440	332
JC.5.1	108	108
JC.6	8	8
JD.1	3786	45
JD.1.1	3687	2362
JD.1.1.1	404	404
JD.1.1.2	41	41
JD.1.1.3	104	104
JD.1.1.5	61	61
JD.1.1.6	30	30
JD.1.1.7	269	269
JD.1.1.8	297	224
JD.1.2	54	19
JD.1.2.1	33	33
JD.1.2.2	2	2
JD.2	32	27
JD.2.1	5	5
JE.1	186	86
JE.1.1	100	22
JE.1.1.1	78	48
JF.1	1762	542
JF.1.1	1220	1191
JF.1.1.2	29	29
JF.2	61	61
JF.3	14	14
JF.4	1059	1059
JG.1	72	72
JG.2	110	110
JG.3	2982	2132
JG.3.1	633	633
JG.3.2	166	166
JG.3.3	6	6
JG.3.4	45	45
JG.4	98	98
JH.1	27	27
JH.2	6	6
JJ.1	115	115
JK.1	35	35
JL.1	7	7
JM.1	126	126
JM.2	95	95
JN.1	17664	9536
JN.1.1	2268	2204
JN.1.1.1	42	42
JN.1.1.2	12	12
JN.1.1.3	10	10
JN.1.10	13	13
JN.1.11	6	6
JN.1.2	291	291
JN.1.3	44	44
JN.1.4	4629	4629
JN.1.5	29	29
JN.1.6	120	112
JN.1.6.1	8	8
JN.1.7	93	93
JN.1.8	363	234
JN.1.8.1	129	129
JN.1.9	272	272
JN.10	49	49
JN.2	1049	974
JN.2.1	10	10
JN.2.2	11	11
JN.2.3	47	47
JN.2.4	7	7
JN.2.5	9	9
JN.3	773	773
JN.4	95	95
JN.5	156	140
JN.5.1	16	16
JN.6	524	524
JN.7	96	96
JN.8	3	3
JN.9	91	91
JP.1	12	12
JQ.1	168	168
JR.1	205	194
JR.1.1.1	11	11
JS.1	116	116
JS.2	58	58
JU.1	14	14
JV.1	3	3
JV.2	27	27
JW.1	4	2
JW.1.1	2	2
JY.1	136	75
JY.1.1	61	61
JZ.1	77	77
K.2	57	57
KA.1	21	21
KB.1	160	160
KB.2	49	49
KB.3	2	2
KB.4	54	54
KC.1	503	442
KC.1.1	61	61
KE.1	130	130
KE.2	16	16
KE.3	276	276
KF.1	7	7
KG.1	11	11
KH.1	30	30
KJ.1	3	3
KK.1	73	73
KL.1	30	15
KL.1.1	15	15
L.2	13	13
L.3	195	195
L.4	16	16
M.2	12	12
M.3	12	12
N.1	42	42
N.10	3	3
N.2	20	20
N.3	8	8
N.4	46	46
N.5	94	94
N.6	18	18
N.7	20	20
N.8	35	35
N.9	15	15
P.1	29039	18600
P.1.1	316	316
P.1.10	2927	2927
P.1.11	8	8
P.1.12	116	110
P.1.12.1	6	6
P.1.13	842	842
P.1.14	328	328
P.1.15	350	350
P.1.16	237	237
P.1.17	3612	3505
P.1.17.1	107	107
P.1.2	92	92
P.1.4	682	682
P.1.6	268	268
P.1.7	547	522
P.1.7.1	25	25
P.1.8	59	59
P.1.9	55	55
P.2	1555	1555
P.3	49	49
P.6	5	5
P.7	24	24
Q.1	13	13
Q.2	8	8
Q.3	5297	5297
Q.4	924	924
Q.6	4	4
Q.7	42	42
Q.8	8	8
R.1	1990	1990
R.2	70	70
U.1	86	86
U.3	2	2
V.1	46	46
V.2	53	53
W.1	55	55
W.2	3	3
W.3	204	204
W.4	822	822
XA	44	44
XAA	73	73
XAB	95	95
XAC	72	72
XAD	65	65
XAE	31	31
XAF	49	49
XAG	36	36
XAH	15	15
XAJ	81	81
XAK	104	104
XAL	93	93
XAM	98	98
XAN	77	77
XAP	54	54
XAS	287	287
XAT	2	2
XAU	27	27
XAV	43	43
XAY	889	3
XAY.1	291	31
XAY.1.1	255	4
XAY.1.1.1	180	2
XAY.1.1.2	24	24
XAY.1.1.3	47	47
XAY.1.2	5	5
XAY.2	595	237
XAY.2.1	123	123
XAY.2.2	89	89
XAY.2.3	146	146
XAZ	847	847
XB	970	970
XBB	360276	559
XBB.1	341945	6057
XBB.1.1	181	181
XBB.1.10	24	24
XBB.1.11	220	16
XBB.1.11.1	204	78
XBB.1.12	14	12
XBB.1.12.1	2	2
XBB.1.13	117	90
XBB.1.13.1	27	27
XBB.1.14	15	12
XBB.1.14.1	3	3
XBB.1.15	1719	1690
XBB.1.15.1	29	29
XBB.1.16	43898	9756
XBB.1.16.1	7858	2993
XBB.1.16.10	44	44
XBB.1.16.11	4472	4472
XBB.1.16.12	117	117
XBB.1.16.13	2350	191
XBB.1.16.14	228	228
XBB.1.16.15	3070	2849
XBB.1.16.16	228	228
XBB.1.16.17	64	64
XBB.1.16.18	303	303
XBB.1.16.19	360	360
XBB.1.16.2	1636	695
XBB.1.16.20	54	54
XBB.1.16.21	359	359
XBB.1.16.22	139	139
XBB.1.16.23	281	281
XBB.1.16.24	29	29
XBB.1.16.25	56	56
XBB.1.16.26	83	83
XBB.1.16.27	82	82
XBB.1.16.28	14	14
XBB.1.16.29	89	89
XBB.1.16.3	192	192
XBB.1.16.30	41	41
XBB.1.16.31	62	62
XBB.1.16.32	23	20
XBB.1.16.4	73	73
XBB.1.16.5	146	146
XBB.1.16.6	10253	7357
XBB.1.16.7	51	51
XBB.1.16.8	223	223
XBB.1.16.9	565	565
XBB.1.17	840	5
XBB.1.17.1	835	329
XBB.1.18	1798	16
XBB.1.18.1	1782	165
XBB.1.19	1322	44
XBB.1.19.1	1271	166
XBB.1.19.2	7	7
XBB.1.20	2	2
XBB.1.21	34	34
XBB.1.22	5865	141
XBB.1.22.1	5448	259
XBB.1.22.2	267	147
XBB.1.22.3	9	9
XBB.1.23	3	3
XBB.1.24	87	3
XBB.1.24.1	44	44
XBB.1.24.3	40	40
XBB.1.25	3	3
XBB.1.27	8	8
XBB.1.28	1506	8
XBB.1.28.1	405	18
XBB.1.29	20	20
XBB.1.3	14	14
XBB.1.30	65	65
XBB.1.31	14	7
XBB.1.31.2	7	7
XBB.1.32	18	18
XBB.1.33	58	58
XBB.1.34	90	31
XBB.1.34.1	34	34
XBB.1.34.2	25	11
XBB.1.35	19	19
XBB.1.36	3	3
XBB.1.37	39	13
XBB.1.37.1	26	26
XBB.1.38	19	19
XBB.1.39	4	4
XBB.1.4	341	55
XBB.1.4.1	259	259
XBB.1.4.2	27	27
XBB.1.40	4	4
XBB.1.41	1093	6
XBB.1.41.1	765	166
XBB.1.41.2	281	281
XBB.1.41.3	41	37
XBB.1.42	1472	123
XBB.1.42.1	183	183
XBB.1.42.2	1166	1132
XBB.1.43	57	5
XBB.1.43.1	52	52
XBB.1.44	121	32
XBB.1.44.1	89	89
XBB.1.45	142	16
XBB.1.45.1	126	126
XBB.1.46	2	2
XBB.1.47	11	5
XBB.1.47.1	6	6
XBB.1.48	8	8
XBB.1.5	4053	843
XBB.1.5.1	1584	1469
XBB.1.5.10	1499	1499
XBB.1.5.100	292	167
XBB.1.5.101	32	32
XBB.1.5.102	3847	29
XBB.1.5.103	89	68
XBB.1.5.104	223	223
XBB.1.5.105	68	68
XBB.1.5.106	27	27
XBB.1.5.107	198	121
XBB.1.5.108	18	18
XBB.1.5.109	43	43
XBB.1.5.11	935	935
XBB.1.5.110	291	291
XBB.1.5.12	1000	1000
XBB.1.5.13	4548	3958
XBB.1.5.14	657	447
XBB.1.5.15	3658	2247
XBB.1.5.16	1422	1131
XBB.1.5.17	1781	1583
XBB.1.5.18	2180	2180
XBB.1.5.19	826	826
XBB.1.5.2	573	573
XBB.1.5.20	1495	1495
XBB.1.5.21	1031	953
XBB.1.5.22	21	21
XBB.1.5.23	352	352
XBB.1.5.24	2084	1243
XBB.1.5.25	136	136
XBB.1.5.26	1378	139
XBB.1.5.27	182	182
XBB.1.5.28	129	129
XBB.1.5.29	29	29
XBB.1.5.3	336	301
XBB.1.5.30	572	572
XBB.1.5.31	1089	1089
XBB.1.5.32	1250	1250
XBB.1.5.33	1194	1194
XBB.1.5.34	495	495
XBB.1.5.35	932	932
XBB.1.5.36	177	177
XBB.1.5.37	771	771
XBB.1.5.38	156	134
XBB.1.5.39	545	187
XBB.1.5.4	1041	1041
XBB.1.5.40	38	38
XBB.1.5.41	219	65
XBB.1.5.42	219	20
XBB.1.5.43	101	101
XBB.1.5.44	190	107
XBB.1.5.45	12	12
XBB.1.5.46	1231	1024
XBB.1.5.47	1110	734
XBB.1.5.48	1492	1268
XBB.1.5.49	1834	1652
XBB.1.5.5	415	415
XBB.1.5.50	215	215
XBB.1.5.51	1062	1062
XBB.1.5.52	1287	1287
XBB.1.5.53	13	1
XBB.1.5.54	45	45
XBB.1.5.55	285	202
XBB.1.5.56	268	268
XBB.1.5.57	254	80
XBB.1.5.58	5	5
XBB.1.5.59	580	465
XBB.1.5.6	144	144
XBB.1.5.60	160	160
XBB.1.5.61	362	362
XBB.1.5.62	421	421
XBB.1.5.63	421	421
XBB.1.5.64	101	101
XBB.1.5.65	658	658
XBB.1.5.66	506	506
XBB.1.5.67	748	748
XBB.1.5.68	1093	37
XBB.1.5.69	365	365
XBB.1.5.7	4726	4071
XBB.1.5.70	4453	114
XBB.1.5.71	90	90
XBB.1.5.72	871	871
XBB.1.5.73	829	382
XBB.1.5.74	2	2
XBB.1.5.75	99	99
XBB.1.5.76	98	98
XBB.1.5.77	600	487
XBB.1.5.78	155	155
XBB.1.5.79	151	151
XBB.1.5.8	184	184
XBB.1.5.80	318	318
XBB.1.5.81	15	15
XBB.1.5.83	8	8
XBB.1.5.84	4	4
XBB.1.5.85	57	57
XBB.1.5.86	231	140
XBB.1.5.88	50	50
XBB.1.5.89	44	44
XBB.1.5.9	317	317
XBB.1.5.90	92	92
XBB.1.5.91	251	251
XBB.1.5.92	36	36
XBB.1.5.92_823	30	2
XBB.1.5.93	54	45
XBB.1.5.94	46	46
XBB.1.5.95	914	706
XBB.1.5.96	325	325
XBB.1.5.97	139	139
XBB.1.5.98	78	78
XBB.1.5.99	88	88
XBB.1.5_17124	159718	87976
XBB.1.6	82	82
XBB.1.7	57	57
XBB.1.8	24	24
XBB.1.9	113190	474
XBB.1.9.1	34790	4826
XBB.1.9.2	76091	2321
XBB.1.9.3	188	19
XBB.1.9.4	100	100
XBB.1.9.5	27	27
XBB.1.9.6	20	20
XBB.1.9.7	7	7
XBB.2	16878	774
XBB.2.1	40	40
XBB.2.10	28	28
XBB.2.11	404	17
XBB.2.11.1	387	387
XBB.2.12	3	3
XBB.2.2	32	32
XBB.2.3	14580	1297
XBB.2.3.1	220	220
XBB.2.3.10	3194	26
XBB.2.3.11	2339	379
XBB.2.3.12	84	70
XBB.2.3.13	69	34
XBB.2.3.14	43	43
XBB.2.3.15	340	166
XBB.2.3.16	12	12
XBB.2.3.17	36	36
XBB.2.3.18	6	6
XBB.2.3.19	330	194
XBB.2.3.2	1447	711
XBB.2.3.20	62	62
XBB.2.3.21	9	9
XBB.2.3.22	8	8
XBB.2.3.3	4053	520
XBB.2.3.4	185	71
XBB.2.3.5	161	161
XBB.2.3.6	119	73
XBB.2.3.7	73	73
XBB.2.3.8	372	270
XBB.2.3.9	31	31
XBB.2.4	100	100
XBB.2.5	185	185
XBB.2.6	580	558
XBB.2.6.1	11	2
XBB.2.6.2	9	9
XBB.2.6.3	2	2
XBB.2.7	47	41
XBB.2.7.1	6	6
XBB.2.8	95	95
XBB.2.9	10	10
XBB.3	428	194
XBB.3.1	30	30
XBB.3.2	146	146
XBB.3.3	37	37
XBB.3.4	16	16
XBB.3.5	5	5
XBB.4	65	59
XBB.4.1	6	6
XBB.5	8	8
XBB.6	246	30
XBB.6.1	216	216
XBB.7	5	5
XBB.8	74	54
XBB.8.1	17	17
XBB.8.2	3	3
XBB.9	42	42
XBB_dropout	360294	18
XBC	567	0
XBC.1	561	99
XBC.1.1	11	7
XBC.1.1.1	4	4
XBC.1.2	165	5
XBC.1.2.1	160	160
XBC.1.3	20	15
XBC.1.3.1	5	5
XBC.1.5	4	4
XBC.1.6	262	18
XBC.1.6.1	11	9
XBC.1.6.3	227	6
XBC.1.6.4	6	6
XBC.2	6	6
XBD	156	156
XBE	278	278
XBF	2322	1585
XBF.1	84	11
XBF.1.1	73	73
XBF.10	3	3
XBF.2	18	18
XBF.3	178	178
XBF.4	179	179
XBF.5	40	40
XBF.6	63	63
XBF.7	102	54
XBF.7.1	48	48
XBF.8	2	2
XBF.9	68	68
XBG	116	116
XBH	13	13
XBJ	74	13
XBJ.1	7	7
XBJ.2	25	25
XBJ.3	27	27
XBJ.4	2	2
XBK	632	402
XBK.1	230	230
XBL	174	27
XBL.1	13	13
XBL.2	20	20
XBL.3	114	106
XBL.3.1	8	8
XBM	83	83
XBN	26	26
XBP	46	46
XBQ	101	101
XBR	22	22
XBS	31	31
XBT	211	211
XBU	33	33
XBV	8	8
XBW	30	30
XBZ	210	210
XCA	68	68
XCC	31	31
XCE	12	12
XCF	115	77
XCF.1	10	10
XCF.3	28	28
XCG	27	27
XCH	547	227
XCH.1	320	320
XCJ	2	2
XCK	7	7
XCL	130	130
XCM	83	83
XCN	7	7
XCP	119	119
XCQ	16	16
XCR	186	186
XCS	6	6
XCT	123	38
XCT.1	85	85
XCU	7	7
XCV	75	75
XCW	74	74
XCY	5	5
XCZ	23	23
XD	20	20
XDA	547	480
XDA.1	27	27
XDB	50	50
XDC	24	24
XDE	13	13
XDF	10	10
XDG	11	11
XDH	4	4
XDL	112	112
XDM	40	40
XE	2714	2714
XF	42	42
XG	443	443
XH	145	145
XJ	5	5
XL	121	121
XM	589	355
XN	340	340
XP	82	82
XQ	148	148
XR	182	182
XS	46	46
XU	2	2
XV	27	27
XW	122	122
XY	94	94
XZ	115	115
Y.1	19	19
Z.1	266	266
miscBA.5.2CJ.1	3056	1
miscBA.5BA.2.75	8	8
miscBA1BA2Post13k	684	52
miscBA1BA2Post17k	141	141
miscBA1BA2Post5386	4918	173
miscBA1BA2Post8393	3877	26
miscBA1BA2Pre10k	3851	160
miscBA1BA2Pre4321	717	228
miscBA2BA1PostSpike	1299	945
miscDeltaBA1Post11k	39	0
miscDeltaBA1Post4k	60	6
proposed1006	100	100
proposed422	4	4
proposed439	9	9
proposed441	6	6
proposed446	12	12
proposed467	16	16
